P_ID;Date;PURQ1;PURQ2_R;PURQ3;PURQ4_R;BELQ1;BELQ2_R;BELQ3_R;BELQ4;BELQ5;BELQ6;COLQ1;COLQ2_R;COLQ3;COLQ4;COLQ5;GROWQ1;GROWQ2;GROWQ3;GROWQ4_R;GROWQ5;GROWQ6;ENGCQ1;ENGCQ2;ENGCQ3;ENGSQ1;ENGSQ2;ENGSQ3;ENGAQ1;ENGAQ2;ENGAQ3;ENGIDQ1;ENGIDQ2;ENGIDQ3;ENGIDQ4;PERFQ1;PERFQ2;PERFQ3;PERFQ4_R;PERFQ5;PERFQ6;PERFQ7;PERFQ8;PERFQ9;PERFQ10;PERFQ11_R;PERFQ12;PERFQ13;PERFQ14_R;PERFQ15_R;PERFQ16_R;PERFQ17_R;PERFQ18_R;RETQ1_R;RETQ2_R;RETQ3_R;Gender;Age;WFH_past_3_months;Position;Education;Income;WFH;int_mean;soc_mean;aff_mean
201;17.07.2021;5;5;5;5;5;5;1;5;5;5;4;5;4;5;4;5;5;5;4;5;5;5;4;5;4;5;4;5;5;5;5;5;5;5;5;5;4;4;3;5;5;5;5;5;5;5;5;4;5;4;4;2;5;5;5;Male;21 - 30 years;2 days a week;CEO & President;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Hybrid;4.66666666666667;4.33333333333333;5
202;17.07.2021;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;5;5;5;5;5;5;5;1;5;2;2;2;5;5;5;5;4;5;4;5;5;5;5;4;5;5;5;5;Female;41 - 50 years;Every day ( 5 days a week or more);Employee;High School;More than $150.000 a year;WFH;5;4.33333333333333;5
203;17.07.2021;4;5;4;5;5;5;5;5;5;4;4;5;4;3;3;1;2;3;3;4;4;5;5;5;5;4;5;4;4;5;4;5;4;4;4;4;3;3;3;4;4;4;4;4;5;4;4;4;5;5;4;5;3;2;3;Male;31 - 40 years;2 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$50.001 - $75.000 a year;Hybrid;5;4.66666666666667;4.33333333333333
204;17.07.2021;5;2;3;2;4;4;2;3;2;3;3;2;4;3;2;2;1;1;2;4;2;4;4;4;2;3;1;4;3;4;4;4;5;5;4;4;2;2;4;3;4;4;4;3;4;4;5;5;4;2;3;5;5;2;5;Male;41 - 50 years;Every day ( 5 days a week or more);People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$75.001 - $100.000 a year;WFH;4;2;3.66666666666667
205;17.07.2021;3;5;3;3;4;3;3;3;4;2;2;4;2;2;2;2;2;2;4;2;2;4;4;4;2;2;2;3;2;2;2;2;2;3;3;3;3;5;4;4;4;4;4;4;2;4;3;4;4;3;3;3;4;1;4;Male;41 - 50 years;2 days a week;People Manager;Master Degree  (e.g. MA, MSc, MBA);NA;Hybrid;4;2;2.33333333333333
206;17.07.2021;5;5;5;4;4;5;5;5;5;3;5;5;5;5;4;5;5;4;4;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;4;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;4;5;4;3;5;Female;31 - 40 years;3 days a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$25.001 - $50.000 a year;Hybrid;5;4.66666666666667;5
207;17.07.2021;4;3;3;3;4;2;2;3;3;2;3;4;3;3;3;1;2;2;3;1;3;4;4;5;3;3;3;4;4;4;3;2;3;3;4;4;4;2;3;4;5;5;5;5;5;5;5;3;5;4;3;4;2;1;3;Female;31 - 40 years;3 days a week;Director;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);NA;Hybrid;4.33333333333333;3;4
208;17.07.2021;5;5;5;5;5;5;5;5;5;5;4;5;5;4;5;4;4;4;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;4;4;4;5;5;5;5;4;4;4;4;5;5;5;5;5;5;5;Male;31 - 40 years;1 day a week;Vice President;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Hybrid;5;5;5
209;17.07.2021;3;3;2;1;4;3;1;2;3;2;2;5;3;4;3;3;1;3;4;2;1;4;4;4;2;3;2;3;3;3;1;1;3;4;4;4;3;2;3;4;5;4;4;4;5;3;4;4;5;3;5;2;1;1;1;Female;21 - 30 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;WFH;4;2.33333333333333;3
210;17.07.2021;4;4;4;4;4;4;4;3;3;3;3;3;3;4;4;3;3;3;3;2;3;3;3;3;3;4;4;3;3;3;2;3;3;4;3;4;3;4;3;4;3;3;4;3;3;3;3;2;3;3;2;3;3;2;3;Female;31 - 40 years;Not at all (I can't work from home);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);NA;Fulltime;3;3.66666666666667;3
211;17.07.2021;4;5;5;5;5;5;4;4;4;5;4;5;3;3;3;4;3;3;5;3;2;1;5;5;3;3;3;4;5;5;4;4;4;4;3;4;4;1;3;5;5;5;5;5;5;4;5;2;5;3;4;4;4;1;5;Male;31 - 40 years;1 day a week;People Manager;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;Hybrid;3.66666666666667;3;4.66666666666667
212;17.07.2021;4;5;3;5;4;4;5;4;4;5;4;5;4;3;5;1;2;2;2;3;1;5;5;5;4;4;4;4;4;4;2;2;2;4;3;5;4;4;4;5;5;5;5;5;5;5;5;4;5;3;3;3;2;1;5;Female;31 - 40 years;Not at all (I can't work from home);Employee;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;Fulltime;5;4;4
213;17.07.2021;3;5;2;1;5;5;5;3;5;5;2;5;3;2;5;3;1;3;4;3;3;5;5;5;3;3;3;2;2;2;1;3;3;3;5;5;4;5;5;5;5;5;5;5;5;3;5;4;5;3;3;2;1;1;5;Female;31 - 40 years;Every day ( 5 days a week or more);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$75.001 - $100.000 a year;WFH;5;3;2
214;17.07.2021;4;2;3;4;4;4;4;4;4;2;4;4;4;4;4;2;2;2;2;3;4;4;4;4;4;4;3;4;4;4;3;4;3;2;3;4;4;2;4;4;3;3;3;3;4;2;4;4;5;5;4;4;3;3;5;Female;21 - 30 years;Not at all (I can't work from home);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$25.001 - $50.000 a year;Fulltime;4;3.66666666666667;4
215;17.07.2021;3;4;1;1;1;2;1;1;1;1;1;3;2;3;3;3;2;3;3;2;1;4;4;4;2;2;2;3;3;3;2;2;2;4;4;4;3;1;3;3;5;4;5;4;4;4;4;2;4;3;3;2;1;2;2;Male;41 - 50 years;Not at all (I can't work from home);Director;Other;More than $150.000 a year;Fulltime;4;2;3
216;17.07.2021;5;5;5;1;5;5;5;5;5;5;2;4;3;2;5;4;3;2;5;5;4;5;5;5;3;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;4;4;4;2;4;5;5;Female;31 - 40 years;1 day a week;Director;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$75.001 - $100.000 a year;Hybrid;5;3;5
217;17.07.2021;5;5;5;5;5;5;5;5;5;4;4;4;4;4;3;5;5;3;4;4;4;5;5;5;4;2;4;4;4;4;4;4;4;5;2;4;3;4;3;2;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;Male;41 - 50 years;2 days a week;Vice President;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;Hybrid;5;3.33333333333333;4
218;17.07.2021;4;5;4;5;5;5;5;4;4;4;4;5;4;3;4;4;2;3;2;2;4;5;5;5;4;3;3;4;4;4;4;5;5;5;3;4;4;4;4;2;4;4;5;5;4;4;5;4;4;4;4;4;2;3;5;Male;21 - 30 years;Every day ( 5 days a week or more);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);NA;WFH;5;3.33333333333333;4
219;17.07.2021;2;4;2;1;2;2;2;2;2;2;2;3;3;3;3;3;2;3;5;1;1;2;4;3;2;2;2;1;1;1;1;1;1;3;4;4;4;4;3;5;4;4;3;3;4;4;4;3;3;2;5;2;1;2;5;Male;41 - 50 years;1 day a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$100.001 - $150.000 a year;Hybrid;3;2;1
220;17.07.2021;3;4;5;3;5;3;2;2;4;3;5;5;4;4;3;3;3;2;2;2;2;4;4;4;4;4;3;3;3;3;1;3;3;4;4;4;4;4;4;3;4;3;4;1;4;4;5;4;5;5;3;2;3;2;3;Male;31 - 40 years;Not at all (I can't work from home);People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$50.001 - $75.000 a year;Fulltime;4;3.66666666666667;3
221;17.07.2021;3;4;4;4;4;5;5;3;3;3;4;4;4;4;4;3;3;3;3;4;2;4;4;4;4;4;4;3;3;3;3;3;3;4;4;4;4;4;4;3;3;4;4;4;3;3;3;3;4;4;3;2;2;1;3;Female;31 - 40 years;3 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$75.001 - $100.000 a year;Hybrid;4;4;3
222;17.07.2021;3;5;5;2;4;3;5;3;2;1;2;3;2;2;2;1;2;1;5;3;1;4;4;4;2;2;2;4;2;4;1;1;2;1;5;5;5;4;5;4;5;5;5;5;5;4;5;5;3;2;2;1;1;1;1;Male;41 - 50 years;Not at all (I can't work from home);Director;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Fulltime;4;2;3.33333333333333
223;17.07.2021;2;4;2;3;4;4;5;3;4;4;4;4;2;3;2;2;2;4;4;4;4;4;4;4;4;4;3;2;2;2;2;2;2;4;2;3;2;3;2;1;4;5;5;5;4;4;4;2;4;4;2;1;1;2;2;Male;31 - 40 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;WFH;4;3.66666666666667;2
224;17.07.2021;4;5;4;5;4;2;5;4;5;5;4;4;5;4;3;4;3;4;4;4;4;4;4;3;4;5;4;4;3;5;4;3;4;4;5;4;4;4;4;5;4;4;4;3;3;3;5;2;3;3;4;3;5;2;5;Male;21 - 30 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;WFH;3.66666666666667;4.33333333333333;4
225;17.07.2021;4;2;4;4;3;4;4;4;4;2;4;4;2;3;3;4;4;4;1;2;1;3;4;4;3;4;4;4;2;4;5;3;2;5;2;4;5;4;3;1;3;4;5;3;3;3;5;3;5;3;2;5;2;2;1;Male;31 - 40 years;Not at all (I can't work from home);People Manager;Other;$100.001 - $150.000 a year;Fulltime;3.66666666666667;3.66666666666667;3.33333333333333
226;17.07.2021;5;5;5;5;4;5;5;5;4;3;4;4;4;4;4;4;4;4;5;4;5;5;5;5;4;4;4;4;4;4;5;5;5;5;5;5;5;5;4;5;5;5;5;5;4;5;5;4;5;5;2;5;4;5;5;Male;41 - 50 years;1 day a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);NA;Hybrid;5;4;4
227;17.07.2021;4;2;5;2;5;5;3;4;4;3;2;2;2;3;4;2;3;2;1;3;1;5;5;5;4;2;3;4;4;4;4;3;3;4;3;4;4;2;4;4;4;4;5;3;3;3;5;3;5;3;2;5;4;4;2;Male;41 - 50 years;3 days a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);NA;Hybrid;5;3;4
228;17.07.2021;5;5;4;5;2;2;3;4;5;2;5;5;5;5;4;3;3;4;5;1;2;4;5;5;4;5;2;4;3;3;4;5;5;5;3;4;3;2;4;2;3;5;5;4;2;3;5;5;5;5;4;5;1;1;4;Male;41 - 50 years;Not at all (I can't work from home);Independent Contractor (self-employed);Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Fulltime;4.66666666666667;3.66666666666667;3.33333333333333
229;17.07.2021;5;5;5;5;4;5;5;5;4;4;3;2;4;4;2;5;3;4;5;3;5;5;5;4;4;5;5;5;5;5;5;5;5;5;3;5;3;5;3;5;5;5;5;5;5;5;4;5;4;3;4;5;5;5;5;Male;41 - 50 years;2 days a week;Director;Doctoral Degree (e.g. Ph.D., Dr.);More than $150.000 a year;Hybrid;4.66666666666667;4.66666666666667;5
230;17.07.2021;5;5;5;5;5;5;5;5;4;5;4;5;4;4;5;5;5;5;5;4;5;5;5;5;4;5;4;5;5;5;5;5;5;5;5;5;5;2;4;4;5;4;5;5;4;5;5;4;5;5;5;5;5;5;5;Male;31 - 40 years;2 days a week;Director;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$100.001 - $150.000 a year;Hybrid;5;4.33333333333333;5
231;17.07.2021;5;5;4;5;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;4;4;4;5;4;4;4;5;5;4;4;5;5;3;5;5;3;3;5;5;4;5;5;4;5;4;4;4;4;3;3;4;4;5;Female;41 - 50 years;Not at all (I can't work from home);Director;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;Fulltime;4;4.33333333333333;4.66666666666667
232;17.07.2021;3;1;3;2;4;1;3;2;5;5;4;5;3;2;4;1;1;2;1;3;1;4;4;4;4;4;4;3;3;3;3;3;3;5;5;5;5;4;4;4;5;4;4;4;1;5;4;2;3;4;2;5;2;2;5;Male;31 - 40 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;WFH;4;4;3
233;17.07.2021;4;3;4;4;3;4;3;3;4;2;3;2;1;2;2;3;3;4;3;4;3;5;5;5;3;2;1;3;3;3;3;3;4;3;5;4;5;4;5;3;4;5;4;4;4;4;5;2;4;4;2;2;1;2;3;Female;31 - 40 years;Not at all (I can't work from home);Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Fulltime;5;2;3
234;17.07.2021;3;3;3;4;4;5;5;3;4;3;3;4;3;3;4;2;2;2;2;3;3;2;4;5;4;4;3;2;2;5;3;3;3;3;3;4;4;4;4;3;4;5;5;5;5;4;5;3;3;3;4;3;2;2;4;Female;31 - 40 years;Every day ( 5 days a week or more);Vice President;Master Degree  (e.g. MA, MSc, MBA);More than $150.000 a year;WFH;3.66666666666667;3.66666666666667;3
235;17.07.2021;5;5;5;5;4;4;4;4;4;4;4;5;4;5;5;4;4;4;5;5;5;5;5;5;4;4;4;5;4;4;5;5;5;5;4;5;5;2;4;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;Male;41 - 50 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;WFH;5;4;4.33333333333333
236;17.07.2021;5;2;5;3;3;3;5;5;5;5;5;5;3;3;5;5;5;3;3;3;3;5;5;4;5;5;5;5;4;4;5;5;5;5;5;5;5;2;3;5;5;5;5;3;4;4;5;2;3;3;3;4;3;3;3;Male;41 - 50 years;2 days a week;CEO & President;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Hybrid;4.66666666666667;5;4.33333333333333
237;17.07.2021;5;5;5;2;4;5;1;4;5;4;4;5;4;4;4;4;3;3;5;4;3;4;4;4;4;4;3;4;4;4;4;4;4;5;3;4;4;5;3;5;5;4;4;4;5;4;4;2;5;5;2;4;3;2;5;Female;31 - 40 years;Every day ( 5 days a week or more);Director;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;WFH;4;3.66666666666667;4
238;17.07.2021;3;5;4;2;3;4;5;2;4;4;4;4;4;4;4;2;2;2;2;2;2;4;4;4;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;2;2;2;Male;41 - 50 years;Not at all (I can't work from home);Director;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$100.001 - $150.000 a year;Fulltime;4;2;2
239;17.07.2021;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;3;3;3;5;1;4;5;5;5;5;5;5;5;5;5;5;5;5;5;Female;21 - 30 years;Every day ( 5 days a week or more);Independent Contractor (self-employed);Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;WFH;5;5;5
240;17.07.2021;4;5;5;4;5;5;5;4;5;3;4;5;4;5;4;4;4;4;5;5;4;5;5;5;4;5;4;5;5;5;4;4;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;3;1;5;Female;51 - 60 years;Not at all (I can't work from home);Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Fulltime;5;4.33333333333333;5
241;17.07.2021;5;2;4;2;3;2;5;4;2;2;4;3;5;5;5;4;5;4;5;4;5;4;4;5;2;4;4;4;3;4;5;4;5;5;4;4;4;2;3;3;5;4;4;4;3;4;2;3;2;2;4;2;3;3;5;Male;41 - 50 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;WFH;4.33333333333333;3.33333333333333;3.66666666666667
242;17.07.2021;5;2;4;5;5;5;4;4;5;5;3;5;4;4;5;3;5;3;5;4;4;4;4;4;4;5;5;5;4;4;4;4;4;4;3;5;5;4;5;5;5;5;5;5;4;5;4;4;5;5;5;5;4;4;5;Female;31 - 40 years;4 days a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$100.001 - $150.000 a year;Hybrid;4;4.66666666666667;4.33333333333333
243;17.07.2021;5;5;4;5;4;4;5;4;4;2;3;4;3;2;4;4;4;4;4;4;3;4;3;4;2;4;2;4;3;2;4;4;4;5;4;4;4;5;4;5;5;4;4;4;5;4;3;2;5;5;2;2;4;2;5;Female;31 - 40 years;2 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$100.001 - $150.000 a year;Hybrid;3.66666666666667;2.66666666666667;3
244;17.07.2021;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;3;4;4;4;4;5;5;5;5;4;4;4;5;5;5;5;4;4;5;3;5;Male;21 - 30 years;Every day ( 5 days a week or more);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);Less than $25.000 a year;WFH;4.66666666666667;5;5
245;17.07.2021;1;3;4;1;4;3;2;2;4;1;5;1;3;1;3;5;1;5;1;5;3;4;4;2;1;1;1;1;3;3;3;1;4;1;3;4;4;1;4;4;5;2;3;4;3;3;4;4;3;4;2;2;1;1;1;Female;21 - 30 years;Every day ( 5 days a week or more);Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;WFH;3.33333333333333;1;2.33333333333333
246;17.07.2021;5;5;5;5;5;5;5;5;5;5;3;4;5;5;5;5;5;5;5;5;5;5;5;5;3;5;3;5;5;5;5;5;5;5;3;5;3;2;2;5;5;5;5;5;5;5;5;5;5;5;3;3;2;1;5;Female;41 - 50 years;Every day ( 5 days a week or more);People Manager;High School;$100.001 - $150.000 a year;WFH;5;3.66666666666667;5
247;17.07.2021;3;3;3;4;4;2;3;3;2;2;3;3;3;4;4;2;2;3;3;3;3;4;4;3;4;3;4;4;4;4;3;3;3;3;4;4;4;2;4;3;4;3;3;4;3;3;4;3;4;4;3;4;1;1;4;Male;31 - 40 years;Not at all (I can't work from home);Employee;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;Fulltime;3.66666666666667;3.66666666666667;4
248;17.07.2021;5;5;4;5;4;2;5;4;3;3;5;5;4;4;3;4;5;4;4;2;4;5;5;5;5;4;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;Male;41 - 50 years;Not at all (I can't work from home);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$75.001 - $100.000 a year;Fulltime;5;4;5
249;29.07.2021;5;5;5;2;4;5;1;4;5;4;4;5;4;4;4;4;3;3;5;4;3;4;4;4;4;4;3;4;4;4;4;4;4;5;3;4;4;5;3;5;5;4;4;4;5;4;4;2;5;5;2;4;3;2;5;Female;31 - 40 years;Every day ( 5 days a week or more);Director;Master Degree  (e.g. MA, MSc, MBA);$75.001 - $100.000 a year;WFH;4;3.66666666666667;4
250;14.10.2021;5;4;5;5;5;5;5;5;5;5;5;4;4;4;5;4;4;4;5;4;4;5;4;4;4;5;4;4;5;4;4;4;4;5;4;4;4;4;3;4;5;4;4;4;5;4;4;4;4;5;4;4;5;3;5;Male;21 - 30 years;2 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);Less than $25.000 a year;Hybrid;4.33333333333333;4.33333333333333;4.33333333333333
251;14.10.2021;4;4;4;3;4;2;2;4;4;4;3;4;3;2;3;3;2;3;3;4;4;4;4;4;4;3;3;4;4;4;3;3;4;4;4;3;3;2;4;4;3;4;4;4;3;3;4;2;2;2;2;2;3;2;2;Male;21 - 30 years;Not at all (I can't work from home);Employee;Master Degree  (e.g. MA, MSc, MBA);$25.001 - $50.000 a year;Fulltime;4;3.33333333333333;4
252;16.10.2021;4;4;4;5;3;4;3;5;5;3;4;4;4;4;4;4;4;2;3;4;4;4;4;4;4;4;3;3;3;3;4;4;5;4;3;2;3;3;3;3;3;4;4;4;4;4;4;2;4;4;4;2;4;2;4;Female;21 - 30 years;2 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);Less than $25.000 a year;Hybrid;4;3.66666666666667;3
253;16.10.2021;4;4;5;5;4;4;3;3;4;3;3;4;4;4;4;3;3;3;2;3;3;5;5;5;3;3;3;4;4;4;4;4;3;4;2;4;4;4;3;4;4;4;4;4;3;4;3;2;4;4;2;2;3;3;3;Female;21 - 30 years;4 days a week;Employee;Master Degree  (e.g. MA, MSc, MBA);$50.001 - $75.000 a year;Hybrid;5;3;4
254;17.10.2021;5;5;3;4;5;4;1;3;3;3;4;4;3;4;3;2;1;4;1;3;2;5;5;5;3;3;2;4;4;4;3;3;3;5;3;5;4;5;3;5;4;5;5;5;5;4;3;5;5;3;1;2;1;2;4;Female;41 - 50 years;2 days a week;People Manager;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;Hybrid;5;2.66666666666667;4
255;17.10.2021;4;5;4;5;5;5;5;5;4;4;4;4;4;3;4;3;4;4;4;4;3;3;3;4;3;4;3;4;3;4;4;4;3;5;3;3;3;3;2;5;4;3;3;4;4;3;4;4;4;4;3;4;5;5;5;Male;31 - 40 years;2 days a week;CEO & President;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);More than $150.000 a year;Hybrid;3.33333333333333;3.33333333333333;3.66666666666667
256;17.10.2021;4;5;4;5;5;5;5;5;5;5;4;5;4;5;4;3;4;4;4;4;4;5;5;5;4;4;3;5;4;4;4;5;4;5;5;4;4;4;4;5;4;4;4;4;5;4;5;3;4;5;2;3;4;3;5;Male;31 - 40 years;2 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$25.001 - $50.000 a year;Hybrid;5;3.66666666666667;4.33333333333333
257;17.10.2021;5;1;5;5;5;5;5;5;5;5;3;5;3;3;3;5;5;5;4;5;4;5;5;5;4;5;4;5;5;5;5;5;3;5;4;4;4;5;2;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;Male;31 - 40 years;Not at all (I can't work from home);Director;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);More than $150.000 a year;Fulltime;5;4.33333333333333;5
258;17.10.2021;5;5;5;5;4;5;5;5;4;3;4;5;3;4;4;5;5;5;5;2;3;5;5;5;4;4;3;4;4;5;5;5;5;5;2;3;4;5;4;5;5;3;3;4;5;5;5;3;5;4;4;3;4;4;5;Male;31 - 40 years;Every day ( 5 days a week or more);Vice President;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);More than $150.000 a year;WFH;5;3.66666666666667;4.33333333333333
259;17.10.2021;4;4;3;4;4;4;4;4;3;3;4;4;4;4;4;3;3;4;2;4;3;4;4;4;3;3;4;4;4;4;3;4;4;4;5;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;3;2;4;Male;31 - 40 years;Not at all (I can't work from home);People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$50.001 - $75.000 a year;Fulltime;4;3.33333333333333;4
260;17.10.2021;3;4;2;1;3;2;2;2;3;4;4;3;2;3;3;2;2;2;4;3;1;4;4;4;3;3;3;3;2;2;2;2;3;3;4;4;4;4;4;2;3;4;3;4;3;2;3;2;2;4;2;2;2;2;1;Male;21 - 30 years;4 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);Less than $25.000 a year;Hybrid;4;3;2.33333333333333
261;17.10.2021;3;4;4;4;4;5;3;4;4;3;3;5;4;4;4;2;2;3;4;3;2;4;4;4;3;3;3;4;4;4;3;3;3;4;5;5;5;5;4;5;4;4;3;3;4;3;4;4;5;5;5;5;4;5;5;Female;41 - 50 years;Every day ( 5 days a week or more);People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$100.001 - $150.000 a year;WFH;4;3;4
262;17.10.2021;4;4;4;4;5;5;5;4;4;4;4;5;3;3;3;3;2;3;2;2;2;4;4;4;4;4;3;4;4;4;3;3;3;3;5;4;5;4;4;4;5;4;4;4;5;3;5;3;5;3;3;2;3;2;4;Female;21 - 30 years;1 day a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$50.001 - $75.000 a year;Hybrid;4;3.66666666666667;4
263;17.10.2021;3;5;4;5;4;5;4;4;4;3;4;5;4;5;5;5;5;4;4;4;5;4;5;4;5;3;2;4;5;5;3;4;5;5;5;5;5;5;4;5;5;2;4;3;5;5;5;3;2;4;2;2;5;5;5;Male;31 - 40 years;Every day ( 5 days a week or more);Director;Master Degree  (e.g. MA, MSc, MBA);$100.001 - $150.000 a year;WFH;4.33333333333333;3.33333333333333;4.66666666666667
264;17.10.2021;3;4;2;1;4;4;1;3;4;4;1;4;2;2;2;2;2;5;1;3;2;3;3;3;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4;2;4;4;4;2;3;2;4;4;2;4;2;1;1;1;Female;21 - 30 years;4 days a week;Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);NA;Hybrid;3;2;2
265;17.10.2021;5;5;4;5;4;5;4;4;4;3;4;5;4;5;4;4;4;3;5;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;3;4;5;5;5;5;5;5;5;5;5;5;3;3;3;3;5;Female;41 - 50 years;Every day ( 5 days a week or more);Employee;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);NA;WFH;4;3;4
266;17.10.2021;5;1;5;5;4;5;4;5;4;4;3;4;3;4;4;4;4;4;4;4;4;4;4;5;5;5;5;4;5;4;4;4;4;5;4;5;5;4;4;4;4;5;5;5;5;4;5;4;5;4;2;5;5;4;5;Male;31 - 40 years;1 day a week;CEO & President;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);$100.001 - $150.000 a year;Hybrid;4.33333333333333;5;4.33333333333333
267;17.10.2021;5;5;5;5;5;5;5;4;4;5;4;5;4;4;4;4;4;4;5;5;5;4;4;4;4;4;4;4;3;3;4;3;4;4;4;5;5;4;3;4;4;4;4;4;5;4;3;3;5;4;4;5;4;2;5;Male;61 years or older;1 day a week;People Manager;Bachelors Degree or equivalent vocational Degree (e.g. BA, BSc);More than $150.000 a year;Hybrid;4;4;3.33333333333333
